Startup,Industry,TotalFunding,Status,Country,City,FundingRounds,FoundedAt,FirstFundingAt,LastFundingAt,StatusCode
The Better India,Indians|News|Video,159000,operating,IND,Bangalore,1,,16-03-2015,16-03-2015,0
The Home Salon,Beauty,-,closed,IND,Mumbai,1,,03-08-2015,03-08-2015,1
The Porter,Internet|Logistics|Startups,6000000,operating,IND,Mumbai,2,01-01-2014,13-04-2015,24-06-2015,0
The Wadhwa Group,Real Estate,24000000,operating,IND,Mumbai,1,,30-09-2013,30-09-2013,0
TheKarrier,Transportation,240000,operating,IND,Bangalore,1,01-12-2014,28-05-2015,28-05-2015,0
ThinkLink,Consulting,1600000,operating,IND,Haryana,1,01-01-2006,07-01-2014,07-01-2014,0
UrbanPro,Education,2000000,operating,IND,Bangalore,2,01-01-2011,30-01-2014,26-05-2015,0
Thrillophilia.com,Curated Web,290000,operating,IND,Bangalore,3,20-05-2009,07-12-2011,16-09-2013,0
TicketGoose.com,Online Travel|Travel,7413693,operating,IND,Bangalore,3,31-01-2007,23-10-2012,27-03-2014,0
Tikona Digital Networks,Internet|Internet Service Providers|Wireless,45000000,operating,IND,Bhandup,1,01-01-2008,17-11-2014,17-11-2014,0
Timesaverz.com,Curated Web|Home Renovation|Marketplaces|Service Providers,2200000,operating,IND,Mumbai,2,01-01-2013,14-10-2014,19-08-2015,0
TinyOwl Technology,Apps|Mobile|Specialty Foods,27665775,operating,IND,Mumbai,4,,22-08-2014,30-10-2015,0
TLabs,Automotive|Consulting|Entrepreneur|Networking|Startups|Training|Venture Capital,-,operating,IND,Noida,1,01-02-2012,10-06-2013,10-06-2013,0
Toflo,Investment Management,-,operating,IND,Mumbai,1,01-01-2015,01-09-2015,01-09-2015,0
Tonbo Imaging,Design,6400000,operating,IND,Bangalore,1,01-01-2012,05-08-2013,05-08-2013,0
ToneTag,Financial Services,1000000,operating,IND,Bangalore,1,01-01-2014,10-08-2015,10-08-2015,0
Tooler,,110000,operating,IND,Delhi,1,,25-11-2015,25-11-2015,0
Toppr,Education,14200000,operating,IND,Mumbai,4,01-01-2013,09-05-2013,30-10-2015,0
Myfriday,Business Analytics|Employer Benefits Programs|Enterprise Software|Human Resource Automation|Incentives,-,operating,IND,Bangalore,1,01-01-2012,01-01-2014,01-01-2014,0
Touchtalent,Art|Creative|Design|Social Media,710000,operating,IND,New Delhi,2,13-04-2012,01-02-2013,09-06-2014,0
Touristlink,Hotels|Online Travel|Social Media|Social Travel|Travel|Travel & Tourism,40000,operating,IND,Nagpur,2,01-10-2011,09-08-2012,04-10-2013,0
Tower Vision,Mobile,300000000,operating,IND,Chennai,1,,01-02-2008,01-02-2008,0
Townrush,Transportation,-,acquired,IND,Bangalore,1,22-06-2015,26-07-2015,26-07-2015,2
Townscript,Events,-,operating,IND,Pune,1,01-01-2014,12-02-2015,12-02-2015,0
TradeBriefs,Automotive,-,operating,IND,Mumbai,1,,31-07-2012,31-07-2012,0
TradeLab,Software,390000,operating,IND,Bangalore,1,01-01-2012,03-05-2015,03-05-2015,0
Traffline,Curated Web,-,operating,IND,Mumbai,2,01-01-2011,06-12-2013,01-10-2014,0
Transerv,Investment Management|Mobile Payments|Payments,-,operating,IND,Mumbai,1,,07-07-2014,07-07-2014,0
Transparent IT Solutions,Software,-,closed,IND,Vellore,1,19-01-2010,01-01-2010,01-01-2010,1
Travel Desiya,Travel,100000,operating,IND,Ghaziabad,1,18-04-2013,02-04-2013,02-04-2013,0
TravelGuru,Career Planning|Curated Web|Transportation|Travel,15000000,acquired,IND,Mumbai,1,,29-11-2006,29-11-2006,2
TravelKhana.Com,Marketplaces|Online Shopping|Software,1000000,operating,IND,New Delhi,3,01-08-2012,04-10-2013,25-11-2015,0
Treebo Hotels,Hospitality,6000000,operating,IND,Bengaluru,1,01-01-2015,23-06-2015,23-06-2015,0
Trepup,Internet,1000000,operating,IND,Mumbai,1,01-05-2014,01-01-2014,01-01-2014,0
Tribi Embedded Technologies Private,Hardware + Software,1600000,operating,IND,Bengaluru,1,,08-02-2008,08-02-2008,0
Triotech,Financial Services|Innovation Management|Payments,3000000,operating,IND,Gurgaon,1,,19-12-2014,19-12-2014,0
Trip38,Apps,1000000,operating,IND,Bangalore,1,01-01-2013,22-02-2015,22-02-2015,0
Tripfactory,Travel,10000000,operating,IND,Bangalore,1,14-11-2013,31-07-2015,31-07-2015,0
tripMD,Doctors|Health Care|Healthcare Services|Medical,45000,operating,IND,Delhi,1,01-01-2013,24-12-2014,24-12-2014,0
Trivitron Healthcare,Biotechnology,95500000,operating,IND,Chennai,3,,02-11-2007,10-12-2013,0
TrucksFirst,Logistics|Logistics Company|Services,10000000,operating,IND,Gurgaon,1,,14-05-2015,14-05-2015,0
Truebil,Automotive,500000,operating,IND,Mumbai,1,01-01-2015,01-06-2015,01-06-2015,0
Truelancer,Employment|Freelancers,-,operating,IND,New Delhi,1,01-03-2014,18-11-2015,18-11-2015,0
Truweight,Health Care,-,operating,IND,Hyderabad,1,,28-03-2015,28-03-2015,0
Tsepak Technologies,Analytics|Technology|Tracking,200000,operating,IND,Bangalore,1,01-01-2012,26-05-2015,26-05-2015,0
TunePatrol,Games|Music|SaaS,20000,operating,IND,Bangalore,1,30-03-2012,01-08-2012,01-08-2012,0
Tushky,Entertainment|Events|Leisure|Travel,340000,operating,IND,Bangalore,5,01-09-2011,01-06-2011,02-09-2013,0
Tutorialspoint,Education,-,operating,IND,Hyderabad,1,,08-11-2006,08-11-2006,0
TutorVista.com,Education,83750000,operating,IND,Bangalore,5,01-09-2005,12-06-2006,24-09-2010,0
TutStu,Bridging Online and Offline|Crowdsourcing|EdTech|Education|K-12 Education|Language Learning|Marketplaces|Online Education|Online Scheduling|Tutoring,-,operating,IND,Kolkata,1,01-01-2014,01-01-2014,01-01-2014,0
TVS Logistics Services,Manufacturing,53000000,operating,IND,Chennai,1,,21-04-2012,21-04-2012,0
Codigami Inc,Apps|Curated Web|Mobile|Social Media|Social Media Marketing|Software,2500000,operating,IND,Mumbai,1,01-01-2010,09-03-2015,09-03-2015,0
Twigly,,200000,operating,IND,Gurgaon,1,,02-11-2015,02-11-2015,0
Twyst,Retail,-,operating,IND,Gurgaon,1,01-01-2013,17-08-2015,17-08-2015,0
tydy,Collaboration|Enterprises|Enterprise Software|Freemium|Human Resource Automation|Human Resources|SaaS|Subscription Businesses,163000,operating,IND,Bangalore,2,01-01-2012,19-01-2012,06-08-2014,0
UDeserve Technologies,Internet Marketing|Software|Web Design,-,operating,IND,Madurai,1,30-08-2012,17-10-2013,17-10-2013,0
uFaber,Education,60532,operating,IND,Mumbai,1,,09-12-2013,09-12-2013,0
unamia,E-Commerce,1200000,closed,IND,Bangalore,1,01-01-2012,17-10-2012,17-10-2012,1
Unbxd,E-Commerce|Navigation|Software,2000000,operating,IND,Bangalore,3,04-10-2011,26-09-2012,01-02-2014,0
Unicommerce eSolutions Pvt. Ltd.,Auctions|E-Commerce|Marketplaces|Online Shopping|Retail Technology|SaaS|Search|Software,10000000,operating,IND,New Delhi,1,01-02-2012,07-11-2014,07-11-2014,0
Unilog,Outsourcing,-,operating,IND,Bangalore,1,01-01-1998,16-09-2015,16-09-2015,0
Uninstall.io,Apps|Software,-,operating,IND,Bangalore,1,,16-02-2015,16-02-2015,0
Uniphore,Software,-,operating,IND,Taramani,2,01-01-2008,13-03-2014,03-06-2015,0
United Mobile Apps,Mobile|Synchronization,1200000,operating,IND,Bangalore,2,31-03-2009,31-03-2009,26-04-2012,0
Unocoin,Financial Exchanges,250000,operating,IND,Tumkur,1,01-01-2013,11-08-2014,11-08-2014,0
Unspun Consulting Group,Consulting,250000,operating,IND,Bangalore,1,01-01-2013,13-03-2014,13-03-2014,0
Urban Ladder,E-Commerce|Furniture|Home Decor|Home & Garden|Internet|Technology,77000000,operating,IND,Bangalore,4,12-07-2012,01-08-2012,09-04-2015,0
UrbanClap,Apps,36600000,operating,IND,Delhi,3,01-10-2014,16-04-2015,19-11-2015,0
Urbanity Multisol (Didi),,150000,operating,IND,Mumbai,1,,09-11-2015,09-11-2015,0
UrDoorstep,E-Commerce,-,operating,IND,Bangalore,1,,28-10-2015,28-10-2015,0
Urjakart.com,B2B|E-Commerce|Hardware|Retail,125000,operating,IND,New Delhi,1,01-10-2013,14-07-2015,14-07-2015,0
Urjas,Energy|Renewable Energies|Utilities,100000,operating,IND,Powai,1,01-01-2012,27-03-2015,27-03-2015,0
Utkarsh Micro Finance,Finance,40240000,operating,IND,Varanasi,4,,11-09-2011,22-12-2014,0
Value and Budget Housing Corporation,Real Estate,26000000,operating,IND,Bengaluru,1,,28-08-2011,28-08-2011,0
ValueFirst Messaging,Messaging,15300000,operating,IND,Haryana,1,01-10-2003,04-02-2011,04-02-2011,0
Valyoo Technologies,Fashion,10000000,operating,IND,New Delhi,1,,08-02-2013,08-02-2013,0
VanityCube,Health and Wellness,-,operating,IND,Gurgaon,1,01-01-2014,13-08-2015,13-08-2015,0
Vardhman Textiles,Fashion,5000000,operating,IND,Ludhiana,1,01-01-1973,17-07-2013,17-07-2013,0
Varthana,Finance,-,operating,IND,Bangalore,1,01-01-2013,09-05-2013,09-05-2013,0
Vaultize,Cloud Computing|Collaboration|Data Security|Digital Rights Management|Enterprises|Enterprise Software|File Sharing|Information Security|Mobility|SaaS|Storage|Synchronization,-,operating,IND,Pune,1,01-07-2010,10-07-2013,10-07-2013,0
VAYAVYA LABS,Software,1330000,operating,IND,Belgaum,2,01-07-2006,01-12-2006,01-07-2011,0
Vectus Industries,Manufacturing|Storage,16000000,operating,IND,Noida,1,,19-06-2014,19-06-2014,0
Vedantu,EdTech|Education|Mobile|Technology|Tutoring,5550000,operating,IND,Bangalore,3,13-04-2014,15-07-2013,07-05-2015,0
Vee,Social + Mobile + Local|Software,1000000,operating,IND,Noida,1,23-04-2014,06-11-2014,06-11-2014,0
Veeba Foods,Food Processing,6000000,operating,IND,New Delhi,1,01-01-2013,01-06-2015,01-06-2015,0
Velvetcase,E-Commerce,1000000,operating,IND,Mumbai,1,,24-11-2014,24-11-2014,0
Venture Infotek Global Private,Software,20000000,acquired,IND,Mumbai,1,01-01-1997,20-11-2007,20-11-2007,2
Venturesity,Education,295000,operating,IND,Bangalore,2,01-01-2013,16-08-2013,15-05-2015,0
Versant Online Solutions,Brand Marketing|Event Management|Events,1000000,operating,IND,Hyderabad,1,,26-06-2014,26-06-2014,0
Vgulp,Startups,70000,operating,IND,Bangalore,1,01-09-2013,31-12-2013,31-12-2013,0
Via,Travel,5000000,operating,IND,Bangalore,1,26-06-2006,06-06-2007,06-06-2007,0
Videofropper,Games|Video|Video Streaming,-,closed,IND,Kolkata,1,19-09-2007,01-01-2008,01-01-2008,1
Videonetics Technologies,Video Streaming,-,operating,IND,Kolkata,1,,25-06-2014,25-06-2014,0
videScreen Networks,Advertising|Content|Curated Web|Distribution|Electronics|Indians|Mobile|Telecommunications|Television|Video,30000,closed,IND,Mumbai,1,28-02-2010,15-01-2010,15-01-2010,1
Vidgyor,Software,500000,operating,IND,Bangalore,1,01-01-2013,20-06-2015,20-06-2015,0
Vidooly,Big Data Analytics|Curated Web|Online Video Advertising,1000000,operating,IND,,1,19-08-2014,03-06-2015,03-06-2015,0
VIDTEQ India,Databases|Search|Video,360183,operating,IND,Bangalore,1,01-05-2008,01-06-2011,01-06-2011,0
Viedea,Finance,-,operating,IND,Bangalore,1,01-01-2007,01-01-2008,01-01-2008,0
Vignyan Consultancy Services,Consulting,6000,operating,IND,Bangalore,1,25-10-2012,25-09-2013,25-09-2013,0
Vigor Pharma,Medical,-,operating,IND,Mumbai,1,03-03-2012,08-09-2014,08-09-2014,0
Village Laundry Service,Finance,-,closed,IND,Mumbai,2,01-01-2008,01-01-2010,21-06-2011,1
VillFarm,Agriculture,-,operating,IND,Bangalore,1,,26-09-2015,26-09-2015,0
Villgro Innovation Marketing,Clean Technology|Distribution,3400000,operating,IND,Chennai,3,01-01-2010,01-04-2012,21-01-2015,0
Vimagino,Advertising|Internet|Tech Field Support,85000,operating,IND,Bangalore,1,08-02-2009,01-04-2010,01-04-2010,0
Vinculum Solutions,Retail Technology|Software,-,operating,IND,Noida,2,27-09-2007,01-11-2010,03-03-2014,0
VioletStreet,Designers|Fashion|Marketplaces,315000,operating,IND,Hyderabad,1,27-11-2013,02-12-2014,02-12-2014,0
Viraliti,Advertising|Social Media Advertising,20000,operating,IND,Noida,1,06-08-2012,06-08-2012,06-08-2012,0
Virtual Logic Systems,Software,-,operating,IND,Bangalore,1,01-01-2006,23-09-2015,23-09-2015,0
Vistaar,Business Development|Business Services|Entrepreneur,27315200,operating,IND,Bengaluru,1,01-01-2012,26-05-2014,26-05-2014,0
VIVO Healthcare,Health Care,-,operating,IND,Gurgaon,1,01-01-2009,23-09-2015,23-09-2015,0
Vizury,Ad Targeting|Advertising|Internet Marketing,27000000,operating,IND,Bangalore,3,01-12-2008,27-11-2010,12-06-2014,0
Voodoo,Internet,1000000,operating,IND,Delhi,1,01-01-2015,13-10-2015,13-10-2015,0
Voonik,E-Commerce|Fashion|Lifestyle|Social Media,5500000,operating,IND,Bengaluru,2,17-01-2013,01-02-2014,09-06-2015,0
voxapp,Big Data Analytics|Mobile,-,operating,IND,New Delhi,2,01-01-2012,14-08-2013,26-08-2013,0
VoxPop Clothing,E-Commerce,1000000,operating,IND,Mumbai,2,01-04-2013,20-11-2013,14-11-2014,0
Voylla Retail Pvt. Ltd.,E-Commerce,15000000,operating,IND,Bangalore,2,01-05-2012,23-10-2012,05-10-2015,0
Vriti Infocom,Education,7500000,operating,IND,Noida,2,,03-06-2008,25-08-2010,0
VRL Logistics,Logistics Company,22400000,operating,IND,,1,01-01-1976,14-04-2015,14-04-2015,0
Vserv,Emerging Markets|Mobile Advertising|Mobile Commerce|South East Asia,18000000,operating,IND,Mumbai,3,04-01-2010,20-07-2011,02-03-2015,0
Vyome Biosciences,Biotechnology|Life Sciences,12300000,operating,IND,Delhi,3,01-01-2010,01-11-2010,12-08-2014,0
Vyomo,Fashion,2300000,operating,IND,Bangalore,3,01-01-2014,07-04-2014,26-08-2015,0
Walden's Path,Education|K-12 Education,250000,operating,IND,Hyderabad,1,,01-04-2014,01-04-2014,0
Wassup Laundry,Delivery|Mobile|Retail,2500000,operating,IND,Chennai,2,01-01-2011,11-01-2012,11-05-2015,0
Wazzat,Apps,30000,operating,IND,Hyderabad,1,01-01-2014,28-10-2014,28-10-2014,0
WeAreHolidays,Travel,-,operating,IND,New Delhi,2,01-03-2011,20-06-2013,05-08-2014,0
Webchutney,Advertising|Internet Marketing,-,operating,IND,New Delhi,1,,04-10-2007,04-10-2007,0
Webshastra,Internet|Internet Marketing|Services,10000000,acquired,IND,Bangalore,1,,14-12-2005,14-12-2005,2
Wed Me Good,Weddings,407200,operating,IND,Gurgaon,1,17-02-2014,16-09-2015,16-09-2015,0
Wegilant (Appvigil),Android|Enterprise Software|Security,660000,operating,IND,Gurgaon,2,21-11-2011,05-12-2014,05-08-2015,0
Welcare,Health and Wellness|Health Diagnostics,100000,operating,IND,Chennai,1,,17-12-2013,17-12-2013,0
Welcome Cure,Medical,6000000,operating,IND,Mumbai,1,09-11-2014,06-10-2015,06-10-2015,0
Wellness Forever Medicare,Health and Wellness|Medical|Retail,3400000,operating,IND,Mumbai,1,01-01-2008,07-04-2015,07-04-2015,0
Welspun Energy,Clean Technology,689500000,operating,IND,New Delhi,4,01-01-2002,20-06-2013,13-10-2015,0
WeMark Marketing Pvt Ltd,Automotive|E-Commerce|Hospitality|Retail,16000,operating,IND,Gurgaon,1,15-09-2011,14-02-2015,14-02-2015,0
Wheebox,EdTech|Education|Employment|Skill Assessment,-,operating,IND,Gurgaon,1,01-04-2011,25-07-2013,25-07-2013,0
WhistleTalk,Enterprise Software,450000,operating,IND,Bangalore,1,01-01-2012,09-08-2012,09-08-2012,0
Wicked Ride,Online Rental,790000,operating,IND,Bangalore,1,29-05-2014,14-07-2015,14-07-2015,0
Wifinity Technology,Clean Technology,100000,operating,IND,Bangalore,2,01-04-2010,01-01-2011,24-06-2013,0
Wild East Group,,-,acquired,IND,Mumbai,1,,02-03-2015,02-03-2015,2
wildcraft,E-Commerce,-,operating,IND,Bangalore,1,01-01-1992,17-12-2013,17-12-2013,0
Wings Intellect,Education|Games|Virtualization,500000,operating,IND,Mumbai,1,01-11-2011,01-11-2011,01-11-2011,0
Wishberg,Curated Web|Ediscovery|Registrars|Social Media,150000,operating,IND,Mumbai,1,01-11-2012,18-10-2013,18-10-2013,0
Wishberry,Crowdfunding,652688,operating,IND,Mumbai,1,01-01-2011,21-10-2014,21-10-2014,0
Wits Solutions Pvt. Ltd.,Apps|Enterprise Software|Mobile|Mobile Analytics|Mobile Enterprise|Mobile Infrastructure|Mobile Software Tools,50000,operating,IND,Bangalore,1,05-10-2013,08-01-2014,08-01-2014,0
Wizters,Private Social Networking|Social Media|Social Network Media,30000,operating,IND,New Delhi,1,09-07-2013,11-10-2014,11-10-2014,0
WonderPoint Software,Enterprise Software|Logistics|SaaS,486401.3005,operating,IND,Mumbai,1,26-11-2013,30-01-2015,30-01-2015,0
Woo,Apps|Internet|Match-Making|Mobile,-,operating,IND,Gurgaon,1,24-01-2014,10-08-2015,10-08-2015,0
Wooplr,Curated Web|Social Buying,5000000,operating,IND,Bangalore,1,23-03-2012,18-02-2015,18-02-2015,0
Workhorse,Internet,-,operating,IND,Mumbai,1,,12-05-2015,12-05-2015,0
WorkIndia,Staffing Firms,500000,operating,IND,Mumbai,1,01-01-2015,06-10-2015,06-10-2015,0
World Art Community,Art,200000,operating,IND,Delhi,1,01-12-2014,05-05-2015,05-05-2015,0
Worldzen Holdings,Business Services,4000000,closed,IND,Bangalore,1,,11-02-2003,11-02-2003,1
Wow Express,Delivery,500000,operating,IND,Mumbai,1,01-01-2015,14-07-2015,14-07-2015,0
WudStay,Leisure|Services|Travel,3000000,operating,IND,Gurgaon,1,01-01-2015,07-07-2015,07-07-2015,0
www.indiahousing.co,Real Estate|Rental Housing|Services,720000,operating,IND,Mumbai,3,19-11-2012,31-03-2013,31-03-2015,0
Rock N Shop,E-Commerce,150000,operating,IND,New Delhi,1,01-09-2013,05-10-2015,05-10-2015,0
Xamcheck,Education,1800000,operating,IND,Secunderabad,1,01-01-2009,30-10-2014,30-10-2014,0
Xamplified,Education,-,operating,IND,New Delhi,1,01-02-2009,01-02-2008,01-02-2008,0
Xerico Technologies,Mobile,-,operating,IND,New Delhi,1,20-07-2011,23-07-2013,23-07-2013,0
XIVE Group,Real Estate|Retail|Small and Medium Businesses,20000,operating,IND,Hyderabad,1,,13-09-2013,13-09-2013,0
XSI Semi Conductors,Semiconductors,550000,operating,IND,Bangalore,2,,14-12-2013,07-01-2014,0
XSTOK,B2B|Marketplaces|Online Auctions|Textiles,450000,operating,IND,Mumbai,1,01-03-2015,17-09-2015,17-09-2015,0
Yatra,Travel,104500000,operating,IND,Gurgaon,6,01-08-2006,11-01-2006,23-04-2015,0
YatraGenie Services,Travel & Tourism,-,operating,IND,Bangalore,1,01-10-2013,14-09-2015,14-09-2015,0
LYCOS Internet Limited,Advertising,103000000,operating,IND,Hyderabad,3,01-04-1995,05-12-2007,18-01-2011,0
Yebhi,Fashion|Gift Card|Home & Garden|Jewelry|Mobile|Online Shopping|Shoes|Sports,40180000,operating,IND,Gurgaon,4,01-01-2009,01-01-2010,25-04-2013,0
Yellow Monkey Studios Pvt,Games,13596,operating,IND,Mumbai,1,01-01-2007,01-02-2013,01-02-2013,0
yepme.com,Brand Marketing|Online Shopping|Product Design,88200000,operating,IND,Gurgaon,3,01-01-2010,02-05-2014,16-09-2015,0
Yes Bank,Banking,200000000,operating,IND,Mumbai,1,01-01-2004,23-12-2014,23-12-2014,0
Youdly,Networking|Professional Networking|Social Commerce|Social Network Media,100000,operating,IND,Mumbai,1,09-08-2014,09-08-2014,09-08-2014,0
YoungCurrent,Education|Edutainment|K-12 Education,35000,operating,IND,Bangalore,1,01-12-2013,01-06-2014,01-06-2014,0
YourDOST,Fitness|Health and Wellness|Healthcare Services,400000,closed,IND,Bangalore,1,15-12-2014,04-11-2015,04-11-2015,1
YourNextLeap,Career Management|Consulting|Education,-,operating,IND,Pune,1,,18-08-2011,18-08-2011,0
YourStory,Internet|Media|News|Public Relations|Publishing,4000000,operating,IND,Bangalore,1,01-10-2008,17-08-2015,17-08-2015,0
YouTellMe,Comparison Shopping|E-Commerce|Price Comparison|Product Search|Social Buying|Startups,100000,operating,IND,Mumbai,1,01-03-2014,09-12-2014,09-12-2014,0
Youth4work,Career Management|Colleges|Education|Employment|Freelancers|Marketplaces|Testing,500000,operating,IND,Delhi,1,14-02-2012,09-12-2014,09-12-2014,0
YouthKiAwaaz,Social Media Marketing,600000,operating,IND,New Delhi,1,01-01-2008,07-09-2015,07-09-2015,0
YUHI Hospitality,Food Processing,15000000,operating,IND,Gurgaon,1,,06-11-2015,06-11-2015,0
Yumist,Food Processing,1000000,operating,IND,Gurgaon,1,01-01-2014,30-01-2015,30-01-2015,0
Zakoopi,Internet,350000,operating,IND,New Delhi,1,01-01-2014,28-09-2015,28-09-2015,0
ZapLuk,,-,operating,IND,Hyderabad,1,01-07-2015,01-12-2015,01-12-2015,0
ZAPR,Ad Targeting|Advertising Platforms|Big Data|Digital Media|Mobile Advertising|Television,-,operating,IND,Bangalore,1,01-01-2012,10-05-2013,10-05-2013,0
Zapyle,Fashion,1000000,operating,IND,Bangalore,1,01-05-2015,12-09-2015,12-09-2015,0
Zaya,EdTech|Education|Social Network Media,-,operating,IND,Mumbai,1,01-01-2013,20-05-2014,20-05-2014,0
Zee Learn,Education,20000000,operating,IND,Mumbai,1,01-01-2010,21-05-2013,21-05-2013,0
Zenatix,Energy,200000,operating,IND,Haryana,1,01-01-2013,02-07-2015,02-07-2015,0
Zenify,Property Management,614000,operating,IND,Bangalore,1,,21-10-2015,21-10-2015,0
Zenparent,Lifestyle,500000,operating,IND,Bangalore,1,,25-05-2015,25-05-2015,0
ZenRadius,Software,-,operating,IND,Bangalore,1,,21-07-2015,21-07-2015,0
Zensar Technologies Ltd.,BPO Services|Consulting|IT Management|Software,-,operating,IND,Pune,1,01-01-2001,10-10-2015,10-10-2015,0
Zepo,Creative|E-Commerce|Internet|Logistics|Marketplaces|Online Shopping|Payments,-,operating,IND,Mumbai,2,01-06-2011,01-09-2014,16-12-2014,0
Zeppery,Restaurants,77000,operating,IND,Delhi,1,01-01-2015,09-10-2015,09-10-2015,0
Ziffi,Health and Wellness|Health Care Information Technology|Healthcare Services,2400000,operating,IND,Hyderabad,1,01-02-2010,29-09-2014,29-09-2014,0
Zify - Instant Carpooling App,Apps|Mobile|Peer-to-Peer|Ride Sharing|Transportation,230000,operating,IND,Hyderabad,2,10-06-2014,18-12-2014,12-10-2015,0
Zimmber,Home Decor|Home Renovation|Online Scheduling|Plumbers,2400000,operating,IND,Mumbai,2,01-04-2014,29-06-2015,29-07-2015,0
ZingHR,Human Resources|Services|Software,-,operating,IND,Mumbai,1,,22-01-2014,22-01-2014,0
ZingoHub,Crowdfunding|Crowdsourcing|Social Commerce,300000,operating,IND,Bangalore,1,01-09-2014,01-11-2014,01-11-2014,0
Zinka Logistics,Internet|Logistics|Marketplaces|Supply Chain Management,6000000,operating,IND,Bengaluru,1,,25-06-2015,25-06-2015,0
Zipdial,Mobile,-,acquired,IND,Bangalore City,3,01-03-2010,13-04-2011,15-04-2013,2
Zippr,Utilities,982000,operating,IND,Hyderabad,1,01-01-2013,09-10-2014,09-10-2014,0
Ziqitza Health Care,Biotechnology|Health Care|Healthcare Services|Social Entrepreneurship,5750000,operating,IND,Mumbai,2,11-03-2005,07-03-2007,26-03-2010,0
Ziva Software,Mobile,1700000,closed,IND,Bangalore,1,01-01-2005,14-03-2007,14-03-2007,1
Zivame.com,Fashion|Internet|Lingerie,49000000,operating,IND,Bangalore,3,01-05-2011,14-03-2012,03-09-2015,0
ZO Rooms,Hospitality|Hotels,47000000,operating,IND,New Delhi,2,01-01-2014,20-07-2015,04-08-2015,0
Zocalo.in,Online Rental|Property Management|Rental Housing,-,operating,IND,New Delhi,1,,05-08-2015,05-08-2015,0
Zoctr Health,Health Care,1000000,operating,IND,Powai,2,01-01-2013,09-04-2015,27-07-2015,0
Zomato,Content Discovery|Hospitality|Local Search|Restaurants,223800000,operating,IND,Gurgaon,8,10-07-2008,01-08-2010,07-09-2015,0
zoogaad,Artificial Intelligence|News|Personalization,500000,operating,IND,Jodhpur,1,25-03-2014,10-05-2014,10-05-2014,0
zoojoo.BE,Software,1000000,operating,IND,Bangalore,2,01-01-2012,15-05-2014,18-08-2015,0
ZoomCar,Automotive|Consumers|E-Commerce|Transportation,22200000,operating,IND,Bangalore,5,01-01-2012,01-04-2013,08-07-2015,0
Zoomo,Internet,6000000,operating,IND,Bangalore,2,01-01-2014,12-12-2014,02-07-2015,0
zoomot.com(CoolShare),Information Technology,100000,operating,IND,Mumbai,1,01-01-2015,04-12-2015,04-12-2015,0
zophop,Software,450000,operating,IND,Mumbai,1,01-08-2014,29-10-2015,29-10-2015,0
ZopNow,Groceries|Logistics,10000000,operating,IND,Bangalore,2,13-09-2011,01-01-2011,13-04-2015,0
Zopper,Mobile,20000000,operating,IND,Noida,1,01-01-2011,04-06-2015,04-06-2015,0
Zostel,E-Commerce,1000000,operating,IND,Jaipur,1,01-08-2013,13-05-2014,13-05-2014,0
Zoutons,E-Commerce|Online Shopping|Sales and Marketing,3300000,operating,IND,New Delhi,1,01-01-2013,06-09-2013,06-09-2013,0
Zumbl,Chat|Entertainment|Interest Graph|Messaging,140000,operating,IND,Gurgaon,3,01-11-2012,03-04-2013,05-04-2014,0
ZuperMeal,Food Processing,2000000,operating,IND,Andheri,1,,08-10-2015,08-10-2015,0
Zuvvu,Advertising|Social Media Advertising|Social Media Marketing|Social Media Monitoring,12000,closed,IND,Ahmadabad,1,01-06-2010,01-11-2011,01-11-2011,1
Zynergy Projects & Services,Clean Technology,-,operating,IND,Chennai,1,,19-08-2015,19-08-2015,0
