Startup,Industry,City,TotalFunding,FundingRounds,Stage,Status,Source,StatusCode
Emojifi,Consumer Internet,Hyderabad,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Paytm Marketplace,Ecommerce,Bangalore,200000000.0,1,Private Equity,Safe,startup_funding_2020,1
iGenetics,Healthcare,Mumbai,19500000.0,1,Private Equity,Safe,startup_funding_2020,1
Juno Clinic,Consumer Internet,Mumbai,1200000.0,1,Seed Funding,Safe,startup_funding_2020,1
Summerlabel,Consumer Internet,Gurgaon,150000.0,1,Seed Funding,Failed,startup_funding_2020,0
PickMe,Consumer Internet,Mumbai,1790000.0,1,Private Equity,Safe,startup_funding_2020,1
Data Resolve,Technology,Noida,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
Book Servicing,Consumer Internet,Delhi,30000.0,1,Seed Funding,Failed,startup_funding_2020,0
PipeCandy,Technology,Chennai,1100000.0,1,Seed Funding,Safe,startup_funding_2020,1
Parentune,Consumer Internet,Gurgaon,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
AppBrowzer,Consumer Internet,Bangalore,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
MagicBricks,Consumer Internet,Mumbai,4500000.0,1,Private Equity,Safe,startup_funding_2020,1
PeeBuddy,Healthcare,Delhi,443000.0,1,Seed Funding,Failed,startup_funding_2020,0
Lavelle Networks,Technology,Bangalore,600000.0,1,Seed Funding,Safe,startup_funding_2020,1
PropertyShare,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
MyDermacy,Consumer Internet,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
LatestOne,Ecommerce,Hyderabad,3350000.0,1,Private Equity,Safe,startup_funding_2020,1
Frapperz,Consumer Internet,Kolkata,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
mPaani,Consumer Internet,Mumbai,1350000.0,1,Private Equity,Safe,startup_funding_2020,1
ShilpMIS,Technology,Surat,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Fitso,Consumer Internet,Gurgaon,200000.0,1,Seed Funding,Failed,startup_funding_2020,0
FarMart,Technology,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Airpay,Technology,Mumbai,3670000.0,1,Private Equity,Safe,startup_funding_2020,1
MyGlamm,Consumer Internet,Mumbai,5300000.0,1,Private Equity,Safe,startup_funding_2020,1
The Mons Co.,Ecommerce,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Haqdarshak,Consumer Internet,Bangalore,191000.0,1,Seed Funding,Failed,startup_funding_2020,0
Ixigo,Consumer Internet,Gurgaon,15000000.0,1,Private Equity,Safe,startup_funding_2020,1
Markets and Markets,Technology,Pune,56000000.0,1,Private Equity,Safe,startup_funding_2020,1
Bizom,Technology,Bangalore,382000.0,1,Seed Funding,Failed,startup_funding_2020,0
BabyonBoard,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Sport Flashes,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Wigzo,Technology,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
DoneThing,Consumer Internet,Gurgaon,300000.0,1,Private Equity,Safe,startup_funding_2020,1
Ithaka,Consumer Internet,Mumbai,325000.0,1,Seed Funding,Failed,startup_funding_2020,0
perpule,Ecommerce,Bangalore,650000.0,1,Seed Funding,Safe,startup_funding_2020,1
Emflux Motors,Technology,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Klinic App,Consumer Internet,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Oriano Solar,Technology,Mumbai,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
Rooter,Consumer Internet,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
FalconBrick,Technology,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Clodura,Technology,Pune,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Stockroom.io,Consumer Internet,Hyderabad,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
iManageMyHotel,Technology,Kolkata,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Inner Hour,Consumer Internet,Mumbai,450000.0,1,Seed Funding,Failed,startup_funding_2020,0
Travel Triangle,Consumer Internet,Noida,10000000.0,1,Private Equity,Safe,startup_funding_2020,1
Wandertrails,Consumer Internet,Bangalore,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
Zenatix,Technology,Gurgaon,1200000.0,1,Private Equity,Safe,startup_funding_2020,1
MindYourFleet,Technology,Noida,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Edurev,Consumer Internet,Gurgaon,40000.0,1,Seed Funding,Failed,startup_funding_2020,0
1Crowd,Finance,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
48East,Ecommerce,Bangalore,500000.0,1,Private Equity,Safe,startup_funding_2020,1
Redesyn,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Flutura,Technology,Bangalore,7500000.0,1,Private Equity,Safe,startup_funding_2020,1
Wassup,Consumer Internet,Chennai,3200000.0,1,Private Equity,Safe,startup_funding_2020,1
Better Mortgage,Consumer Internet,Gurgaon,15000000.0,1,Private Equity,Safe,startup_funding_2020,1
Nurturey,Consumer Internet,Delhi,330000.0,1,Seed Funding,Failed,startup_funding_2020,0
Fyle,Technology,Bangalore,400000.0,1,Seed Funding,Failed,startup_funding_2020,0
GoBumpr,Consumer Internet,Chennai,300000.0,1,Seed Funding,Failed,startup_funding_2020,0
CCAvenue,Consumer Internet,Mumbai,22400000.0,1,Private Equity,Safe,startup_funding_2020,1
Connaizen,Technology,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
AirZaar,Technology,Missourie,350000.0,1,Seed Funding,Failed,startup_funding_2020,0
Imaginate,Technology,Hyderabad,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
Leopetra,Ecommerce,Mumbai,40000.0,1,Seed Funding,Failed,startup_funding_2020,0
Blood n Care,Consumer Internet,Gurgaon,40000.0,1,Seed Funding,Failed,startup_funding_2020,0
Vebbler,Consumer Internet,Bangalore,40000.0,1,Seed Funding,Failed,startup_funding_2020,0
Lets Reap,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Oglas,Consumer Internet,Noida,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Staydobe,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Johari Shop,Ecommerce,Bangalore,94000.0,1,Seed Funding,Failed,startup_funding_2020,0
NeoStencil,Consumer Internet,Delhi,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
TempoGo,Technology,Panaji,825000.0,1,Seed Funding,Safe,startup_funding_2020,1
GoFynd,Ecommerce,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Vow Car Clinic,Consumer Internet,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
LearnTron,Technology,Chennai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
MobiDent,Consumer Internet,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Yostra,Technology,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Leap India,Logistics,Mumbai,13000000.0,1,Private Equity,Safe,startup_funding_2020,1
TicketNew,Consumer Internet,Chennai,35000000.0,1,Private Equity,Safe,startup_funding_2020,1
Intelligence Node,Technology,Mumbai,800000.0,1,Private Equity,Safe,startup_funding_2020,1
Loan Frame,Consumer Internet,Gurgaon,2250000.0,1,Private Equity,Safe,startup_funding_2020,1
DriveSkool,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
LensKart,Ecommerce,Bangalore,3500000.0,1,Private Equity,Safe,startup_funding_2020,1
InstaOffice,Consumer Internet,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Roambee,Technology,Mumbai,4100000.0,1,Private Equity,Safe,startup_funding_2020,1
PaisaWapas,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
iService,Consumer Internet,Bangalore,440000.0,1,Seed Funding,Failed,startup_funding_2020,0
SecururAX,Technology,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Leadburg,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
ZoloStays,Consumer Internet,Bangalore,5000000.0,1,Private Equity,Safe,startup_funding_2020,1
Oi Media,Technology,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
HipCouch,Consumer Internet,Mumbai,700000.0,1,Seed Funding,Safe,startup_funding_2020,1
Curiositi,Consumer Internet,Bangalore,800000.0,1,Private Equity,Safe,startup_funding_2020,1
TinyStep,Consumer Internet,Bangalore,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
Ketchupp,Consumer Internet,Delhi,441000.0,1,Seed Funding,Failed,startup_funding_2020,0
Hoopy,Consumer Internet,Gwalior,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
Ezytruk,Consumer Internet,Bangalore,147000.0,1,Seed Funding,Failed,startup_funding_2020,0
Kratikal,Technology,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Direct Create,Ecommerce,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Vahdam Teas,Ecommerce,Delhi,650000.0,1,Seed Funding,Safe,startup_funding_2020,1
PParke,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Weddingz.in,Consumer Internet,Mumbai,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
Native Special,Ecommerce,Karur,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Fitnapp,Consumer Internet,Noida,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Ethosh,Technology,Pune,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
MessaGif,Consumer Internet,Delhi,50000.0,1,Seed Funding,Failed,startup_funding_2020,0
SmartHi,Technology,Pune,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
CRON Systems,Technology,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
CueMath,Technology,Delhi,15000000.0,1,Private Equity,Safe,startup_funding_2020,1
ChipperSage,Technology,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
SelectJobs,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Khel Now,Consumer Internet,Bangalore,500000.0,1,Private Equity,Safe,startup_funding_2020,1
BetaOut,Technology,Noida,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
RML Agtech,Technology,Pune,4000000.0,1,Private Equity,Safe,startup_funding_2020,1
LoyaltyPrime,Technology,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Infibeam,Ecommerce,Ahmedabad,8800000.0,1,Private Equity,Safe,startup_funding_2020,1
99Games,Technology,Udupi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
AirMed Labs,Consumer Internet,Ahmedabad,1400000.0,1,Private Equity,Safe,startup_funding_2020,1
99PerHour,Consumer Internet,Chennai,300000.0,1,Seed Funding,Failed,startup_funding_2020,0
Kochi Post,Consumer Internet,Kochi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Intuit Things,Technology,Mumbai,106000.0,1,Seed Funding,Failed,startup_funding_2020,0
Cloudrino,Technology,Delhi,22500.0,1,Seed Funding,Failed,startup_funding_2020,0
FabX,Ecommerce,Mumbai,68000.0,1,Seed Funding,Failed,startup_funding_2020,0
Maptags,Consumer Internet,Bangalore,18000.0,1,Seed Funding,Failed,startup_funding_2020,0
YOLO Health,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Heads Up For Tails,Ecommerce,Delhi,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
Register My Marriage,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
SidQam,Technology,Noida,1200000.0,1,Private Equity,Safe,startup_funding_2020,1
Slide App,Consumer Internet,Delhi,3600000.0,1,Private Equity,Safe,startup_funding_2020,1
Badiyajobs,Consumer Internet,Delhi,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
Streo,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
TYGR,Technology,Mumbai,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
Mr Hot Foods,Consumer Internet,Indore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Diro Labs,Consumer Internet,Delhi,147000.0,1,Seed Funding,Failed,startup_funding_2020,0
THB,Technology,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
LookAtMe,Consumer Internet,Singapore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Netree,Ecommerce,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
BookEventz,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Revv,Consumer Internet,Delhi,9000000.0,1,Private Equity,Safe,startup_funding_2020,1
WealthApp,Consumer Internet,Bangalore,440000.0,1,Seed Funding,Failed,startup_funding_2020,0
Vehico,Technology,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Zest Money,Consumer Internet,Mumbai,6500000.0,1,Private Equity,Safe,startup_funding_2020,1
GoMechanic,Consumer Internet,Gurgaon,250000.0,1,Seed Funding,Failed,startup_funding_2020,0
Wittyparot,Technology,Bangalore,450000.0,1,Seed Funding,Failed,startup_funding_2020,0
NeuroEquilibrium,Technology,Jaipur,250000.0,1,Seed Funding,Failed,startup_funding_2020,0
Xseed Education,Technology,Bangalore,10000000.0,1,Private Equity,Safe,startup_funding_2020,1
Rupaiya Exchange,Consumer Internet,Delhi,200000.0,1,Seed Funding,Failed,startup_funding_2020,0
Fresh Food Concepts,Food & Beverage,Delhi,2000000.0,1,Seed Funding,Safe,startup_funding_2020,1
Indifi,Consumer Internet,Gurgaon,10000000.0,1,Private Equity,Safe,startup_funding_2020,1
GoComet,Logistics,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Fitmein,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Qacco,Consumer Internet,Gurgaon,150000.0,1,Seed Funding,Failed,startup_funding_2020,0
Ten3t Health,Technology,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Trading Bells,Consumer Internet,Indore,297000.0,1,Seed Funding,Failed,startup_funding_2020,0
SERV\\xe2\\x80\\x99D,Consumer Internet,Pune,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
Amagi Media Labs,Technology,Mumbai,35000000.0,1,Private Equity,Safe,startup_funding_2020,1
Pocket Aces,Technology,Mumbai,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
Pi Data Centers,Technology,Hyderabad,23000000.0,1,Private Equity,Safe,startup_funding_2020,1
VivoCarat,Ecommerce,Mumbai,50000.0,1,Seed Funding,Failed,startup_funding_2020,0
Tiyo,Consumer Internet,Kolkata,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
The BlueBook,Consumer Internet,Bangalore,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
MamaEarth,Ecommerce,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Vegetall,Ecommerce,Chennai,162000.0,1,Seed Funding,Failed,startup_funding_2020,0
Innoplexus,Technology,Pune,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Mindler,Consumer Internet,Delhi,324000.0,1,Seed Funding,Failed,startup_funding_2020,0
MCaffeine,Ecommerce,Bangalore,300000.0,1,Seed Funding,Failed,startup_funding_2020,0
enKast,Technology,Bangalore,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
MyAdvo,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Asocon,Technology,Noida,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
LexComply,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
The Postbox,Ecommerce,Chennai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Pandorum Technologies,Technology,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Dekkho,Consumer Internet,Mumbai,1200000.0,1,Seed Funding,Safe,startup_funding_2020,1
Shadowfox,Logistics,Gurgaon,10000000.0,1,Private Equity,Safe,startup_funding_2020,1
Justbooks,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
InstantPay,Consumer Internet,Delhi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
FreshDesk,Consumer Internet,Chennai,55000000.0,1,Private Equity,Safe,startup_funding_2020,1
LaundryAnna,Consumer Internet,Bangalore,150000.0,1,Seed Funding,Failed,startup_funding_2020,0
Zarget,Technology,Chennai,6000000.0,1,Private Equity,Safe,startup_funding_2020,1
DoSelect,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
EasyPolicy,Consumer Internet,Noida,10000000.0,1,Private Equity,Safe,startup_funding_2020,1
Connect India,Logistics,Bangalore,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
Corseco,Technology,Delhi,150000.0,1,Seed Funding,Failed,startup_funding_2020,0
vImmune,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
The Gourmet Jar,Ecommerce,Noida,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Medzin,Ecommerce,Delhi,45000.0,1,Seed Funding,Failed,startup_funding_2020,0
IIM Jobs,Consumer Internet,Delhi,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
Yottaasys,Technology,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Life in Control,Consumer Internet,Gurgaon,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Active.ai,Technology,Singapore,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
ElasticRun,Technology,Pune,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
Stasis Labs,Technology,Bangalore,5000000.0,1,Private Equity,Safe,startup_funding_2020,1
Scienaptic,Technology,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Koovs,Ecommerce,Delhi,13500000.0,1,Private Equity,Safe,startup_funding_2020,1
Lawrato,Consumer Internet,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Trip Tap Toe,Consumer Internet,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Pictor Imaging,Consumer Internet,Mumbai,147000.0,1,Seed Funding,Failed,startup_funding_2020,0
GramCover,Finance,Delhi,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
AerMed,Ecommerce,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Bats on delivery,Consumer Internet,Gurgaon,90000.0,1,Seed Funding,Failed,startup_funding_2020,0
numberz.in,Technology,Gurgaon,650000.0,1,Seed Funding,Safe,startup_funding_2020,1
Awesummly,Consumer Internet,Bangalore,147000.0,1,Seed Funding,Failed,startup_funding_2020,0
VoLT,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Vymo,Technology,Bangalore,5000000.0,1,Private Equity,Safe,startup_funding_2020,1
Noddapp,Consumer Internet,Mumbai,147000.0,1,Seed Funding,Failed,startup_funding_2020,0
Knowlarity,Consumer Internet,Bangalore,20000000.0,1,Private Equity,Safe,startup_funding_2020,1
Infisecure,Technology,Mumbai,600000.0,1,Seed Funding,Safe,startup_funding_2020,1
FroyoFit,Consumer Internet,Indore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Betterplace,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
ShareChat,Consumer Internet,Mumbai,4000000.0,1,Private Equity,Safe,startup_funding_2020,1
UClean,Consumer Internet,Gurgaon,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Servify,Consumer Internet,Mumbai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Hubilo,Consumer Internet,Ahmedabad,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
FunOnGo,Consumer Internet,Mumbai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
121Policy,Consumer Internet,Kolkata,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
TapChief,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Kloseby,Consumer Internet,Bangalore,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
WholeSaleBox,Ecommerce,Jaipur,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
Crossahead,Consumer Internet,Noida,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Affordplan,Consumer Internet,Delhi,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
ShopsUp,Ecommerce,Bangalore,963000.0,1,Seed Funding,Safe,startup_funding_2020,1
Indofash,Ecommerce,Bangalore,150000.0,1,Seed Funding,Failed,startup_funding_2020,0
Entropika,Technology,Bangalore,200000.0,1,Seed Funding,Failed,startup_funding_2020,0
MarianaIQ,Technology,Bangalore,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
Chai Thela,Food & Beverage,Noida,218000.0,1,Seed Funding,Failed,startup_funding_2020,0
Interviewpad,Technology,Pune,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
Math Buddy,Consumer Internet,Vadodara,440000.0,1,Seed Funding,Failed,startup_funding_2020,0
Pulse,Consumer Internet,Bangalore,500000.0,1,Private Equity,Safe,startup_funding_2020,1
Carcrew.in,Consumer Internet,Mumbai,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
MeraKisan,Ecommerce,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Mystifly,Consumer Internet,Bangalore,5000000.0,1,Private Equity,Safe,startup_funding_2020,1
HelpChat,Consumer Internet,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
World Art Community,Ecommerce,Gurgaon,200000.0,1,Seed Funding,Failed,startup_funding_2020,0
Bharat Bazaar,Ecommerce,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
GOQii,Consumer Internet,Mumbai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
India Gifts Portal,Ecommerce,Noida,2000000.0,1,Private Equity,Safe,startup_funding_2020,1
NetLinx,Consumer Internet,Hyderabad,3000000.0,1,Private Equity,Safe,startup_funding_2020,1
Remitr,Consumer Internet,Mumbai,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
AppsDaily,Consumer Internet,Mumbai,3750000.0,1,Private Equity,Safe,startup_funding_2020,1
MuhurtMaza,Consumer Internet,Pune,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Azuro,Consumer Internet,Mumbai,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
NeuroSynaptic,Technology,Bangalore,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
UE LifeSciences,Technology,Mumbai,1200000.0,1,Private Equity,Safe,startup_funding_2020,1
FindmeaShoe,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
RealBox,Technology,Noida,300000.0,1,Seed Funding,Failed,startup_funding_2020,0
Sportido,Consumer Internet,Noida,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
GoZefo,Ecommerce,Bangalore,1050000.0,1,Private Equity,Safe,startup_funding_2020,1
RayIOT,Technology,Bangalore,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
KOOH Sports,Technology,Mumbai,2200000.0,1,Private Equity,Safe,startup_funding_2020,1
Flexiloans,Consumer Internet,Mumbai,15000000.0,1,Private Equity,Safe,startup_funding_2020,1
Sibia Analytics,Technology,Kolkata,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Vithi.com,Ecommerce,Delhi,375000.0,1,Seed Funding,Failed,startup_funding_2020,0
Yupp TV,Consumer Internet,Bangalore,50000000.0,1,Private Equity,Safe,startup_funding_2020,1
Deyor Camps,Consumer Internet,Gurgaon,500000.0,1,Seed Funding,Failed,startup_funding_2020,0
Shoekonnect,Ecommerce,Agra,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Maya,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
RoboVac,Technology,Ahmedabad,450000.0,1,Seed Funding,Failed,startup_funding_2020,0
Newspatrolling,Consumer Internet,Delhi,25000.0,1,Seed Funding,Failed,startup_funding_2020,0
ISFC,Finance,Hyderabad,6000000.0,1,Private Equity,Safe,startup_funding_2020,1
BeatRoute,Technology,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Kidsstoppress,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Innov8,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Tazzo Bikes,Consumer Internet,Hyderabad,227000.0,1,Seed Funding,Failed,startup_funding_2020,0
MyKindofJob,Consumer Internet,Mumbai,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
Trilyo,Technology,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Yumigo,Consumer Internet,Gurgaon,300000.0,1,Seed Funding,Failed,startup_funding_2020,0
Rentalpha,Others,Mumbai,16000000.0,1,Private Equity,Safe,startup_funding_2020,1
3Dexter,Technology,Delhi,150000.0,1,Seed Funding,Failed,startup_funding_2020,0
Coppre,Ecommerce,Pune,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
MySUN,Technology,Noida,2500000.0,1,Private Equity,Safe,startup_funding_2020,1
ePathsala,Technology,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Actofit,Technology,Mumbai,750000.0,1,Private Equity,Safe,startup_funding_2020,1
Stayology,Consumer Internet,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Hipcask,Consumer Internet,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
ChatOnGo,Consumer Internet,Mumbai,300000.0,1,Seed Funding,Failed,startup_funding_2020,0
Kredx,Ecommerce,Bangalore,6000000.0,1,Private Equity,Safe,startup_funding_2020,1
Pickrr,Technology,Delhi,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
SatvaKart,Ecommerce,Gurgaon,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
SooperMO,Technology,Gurgaon,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
OrangeTwig,Consumer Internet,Delhi,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
The Kettlery,Ecommerce,Ahmedabad,1000000.0,1,Private Equity,Safe,startup_funding_2020,1
Idea Bubbles,Consumer Internet,Bangalore,700000.0,1,Private Equity,Safe,startup_funding_2020,1
Pikkol,Logistics,Bangalore,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
Velmenni,Technology,Delhi,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
Volta Motors,Technology,Chennai,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
Cyclops,Technology,Bangalore,100000.0,1,Seed Funding,Failed,startup_funding_2020,0
Impact Analytics,Technology,Bangalore,750000.0,1,Private Equity,Safe,startup_funding_2020,1
Talent Next,Consumer Internet,Mumbai,1000000.0,1,Seed Funding,Safe,startup_funding_2020,1
Mihup,Technology,Kolkata,6700000.0,1,Private Equity,Safe,startup_funding_2020,1
Trackbizz,Technology,Kochi,1800000.0,1,Private Equity,Safe,startup_funding_2020,1
Social Quotient,Technology,Mumbai,1800000.0,1,Seed Funding,Failed,startup_funding_2020,0
